Country,Year,HepatitisB,Measles,BMI,Polio,Diphtheria,HIV/AIDS,Alcohol,LifeExpectancy 
Cabo Verde,2012,94.0,0.0,29.0,94.0,94.0,0.3,0.0,72.7
Cabo Verde,2011,9.0,0.0,28.2,9.0,9.0,0.3,5.1,72.6
Cabo Verde,2010,98.0,0.0,27.5,99.0,99.0,0.4,4.8,72.5
Cabo Verde,2009,98.0,0.0,26.8,99.0,99.0,0.4,4.5,72.4
Cabo Verde,2008,98.0,0.0,26.2,99.0,99.0,0.4,4.2,72.4
Cabo Verde,2007,96.0,0.0,25.5,98.0,98.0,0.6,5.3,72.3
Cabo Verde,2006,95.0,0.0,24.9,97.0,96.0,0.6,4.3,72.1
Cabo Verde,2005,93.0,0.0,24.3,95.0,95.0,0.8,4.3,71.8
Cabo Verde,2004,91.0,0.0,23.7,94.0,93.0,0.8,4.2,71.4
Cabo Verde,2003,66.0,0.0,23.2,93.0,92.0,0.9,4.2,71.1
Cabo Verde,2002,4.0,0.0,22.6,92.0,91.0,0.8,3.8,77.0
Cabo Verde,2001,0.0,0.0,22.1,91.0,9.0,0.8,3.8,73.0
Cabo Verde,2000,0.0,2.0,21.5,9.0,9.0,0.8,3.5,69.9
Cambodia,2015,89.0,0.0,19.6,87.0,89.0,0.2,0.0,68.7
Cambodia,2014,88.0,0.0,18.9,87.0,88.0,0.2,0.0,68.3
Cambodia,2013,83.0,0.0,18.2,66.0,83.0,0.2,0.0,67.8
Cambodia,2012,86.0,15.0,17.6,84.0,86.0,0.3,0.0,67.4
Cambodia,2011,88.0,722.0,17.0,87.0,88.0,0.3,2.1,67.0
Cambodia,2010,89.0,1156.0,16.4,88.0,89.0,0.5,2.2,66.6
Cambodia,2009,92.0,4779.0,15.9,95.0,94.0,0.6,2.1,66.1
Cambodia,2008,91.0,4211.0,15.3,91.0,91.0,0.7,2.2,65.6
Cambodia,2007,82.0,394.0,14.8,82.0,82.0,0.9,2.1,65.0
Cambodia,2006,8.0,188.0,14.3,8.0,8.0,1.1,2.0,64.1
Cambodia,2005,0.0,264.0,13.9,82.0,82.0,1.4,2.0,62.9
Cambodia,2004,0.0,352.0,13.5,86.0,85.0,1.7,1.4,61.5
Cambodia,2003,0.0,653.0,13.1,69.0,69.0,1.9,1.4,63.0
Cambodia,2002,0.0,1361.0,12.8,54.0,54.0,2.1,1.4,59.3
Cambodia,2001,0.0,3761.0,12.4,59.0,6.0,2.2,1.7,58.5
Cambodia,2000,0.0,12237.0,12.1,62.0,59.0,2.1,1.5,57.7
Cameroon,2015,84.0,1809.0,29.0,83.0,84.0,3.5,0.0,57.3
Cameroon,2014,87.0,831.0,28.4,86.0,87.0,3.7,0.0,56.7
Cameroon,2013,89.0,760.0,27.8,88.0,89.0,4.0,0.0,56.4
Cameroon,2012,85.0,609.0,27.2,85.0,85.0,4.6,0.0,55.9
Cameroon,2011,82.0,504.0,26.6,8.0,82.0,4.9,6.2,55.6
Cameroon,2010,84.0,240.0,26.0,83.0,84.0,5.5,6.2,55.3
Cameroon,2009,8.0,251.0,25.4,79.0,8.0,6.3,5.9,54.8
Cameroon,2008,84.0,495.0,24.9,82.0,84.0,6.7,5.9,54.2
Cameroon,2007,82.0,100.0,24.4,81.0,82.0,7.0,5.4,53.6
Cameroon,2006,81.0,196.0,23.8,78.0,81.0,7.2,5.2,53.3
Cameroon,2005,79.0,605.0,23.3,79.0,8.0,7.4,5.0,52.8
Cameroon,2004,0.0,358.0,22.8,72.0,73.0,7.5,4.7,52.1
Cameroon,2003,0.0,899.0,22.3,72.0,73.0,7.7,4.6,51.8
Cameroon,2002,0.0,1448.0,21.8,66.0,66.0,7.8,4.6,51.6
Cameroon,2001,0.0,23934.0,21.3,61.0,63.0,7.9,4.4,51.5
Cameroon,2000,0.0,14629.0,2.9,57.0,62.0,7.7,3.9,51.4
Canada,2015,55.0,195.0,67.0,91.0,91.0,0.1,0.0,82.2
Canada,2014,55.0,418.0,66.4,91.0,91.0,0.1,8.1,82.0
Canada,2013,55.0,83.0,65.8,91.0,91.0,0.1,8.2,81.8
Canada,2012,7.0,10.0,65.3,99.0,95.0,0.1,8.3,81.6
Canada,2011,7.0,803.0,64.7,87.0,87.0,0.1,8.2,81.5
Canada,2010,56.0,99.0,64.1,88.0,89.0,0.1,8.4,81.2
Canada,2009,42.0,14.0,63.6,89.0,91.0,0.1,8.4,81.0
Canada,2008,28.0,62.0,63.0,89.0,92.0,0.1,8.3,87.0
Canada,2007,14.0,101.0,62.5,9.0,94.0,0.1,8.3,85.0
Canada,2006,14.0,13.0,61.9,95.0,95.0,0.1,8.2,85.0
Canada,2005,14.0,6.0,61.3,93.0,93.0,0.1,8.0,81.0
Canada,2004,14.0,7.0,6.6,91.0,91.0,0.1,7.8,80.0
Canada,2003,14.0,15.0,6.0,88.0,91.0,0.1,7.7,79.7
Canada,2002,0.0,6.0,59.3,88.0,88.0,0.1,7.7,79.5
Canada,2001,0.0,34.0,58.5,88.0,89.0,0.1,7.6,79.4
Canada,2000,0.0,206.0,57.8,88.0,89.0,0.1,7.6,79.1
Central African Republic,2015,47.0,150.0,22.7,47.0,47.0,4.4,0.0,52.5
Central African Republic,2014,47.0,210.0,22.1,47.0,47.0,4.5,0.0,58.0
Central African Republic,2013,23.0,596.0,21.6,23.0,23.0,5.1,0.0,49.9
Central African Republic,2012,47.0,141.0,21.2,47.0,47.0,5.1,0.0,53.0
Central African Republic,2011,47.0,679.0,2.7,47.0,47.0,5.8,1.7,49.8
Central African Republic,2010,45.0,2.0,2.2,46.0,45.0,6.6,1.7,49.2
Central African Republic,2009,42.0,11.0,19.8,45.0,42.0,7.3,1.6,48.6
Central African Republic,2008,0.0,12.0,19.4,46.0,45.0,8.3,1.5,47.6
Central African Republic,2007,0.0,49.0,19.0,46.0,48.0,9.0,1.5,46.8
Central African Republic,2006,0.0,3.0,18.6,47.0,51.0,10.0,1.5,46.3
Central African Republic,2005,0.0,471.0,18.2,47.0,54.0,11.2,1.5,45.9
Central African Republic,2004,0.0,1233.0,17.9,45.0,51.0,12.0,1.5,45.7
Central African Republic,2003,0.0,652.0,17.5,44.0,47.0,12.8,1.5,45.7
Central African Republic,2002,0.0,938.0,17.2,42.0,44.0,13.4,1.5,45.6
Central African Republic,2001,0.0,2837.0,16.8,4.0,4.0,13.9,1.5,45.6
Central African Republic,2000,0.0,3207.0,16.5,38.0,37.0,14.3,1.5,46.0
Chad,2015,46.0,418.0,19.1,52.0,46.0,2.8,0.0,53.1
Chad,2014,37.0,1275.0,18.7,44.0,37.0,2.9,0.0,52.6
Chad,2013,39.0,226.0,18.2,46.0,39.0,3.1,0.6,52.2
Chad,2012,4.0,120.0,17.9,51.0,4.0,3.6,0.6,51.8
Chad,2011,33.0,8650.0,17.5,4.0,33.0,3.9,0.6,51.6
Chad,2010,39.0,194.0,17.1,43.0,39.0,4.1,0.5,51.2
Chad,2009,24.0,165.0,16.7,32.0,24.0,4.4,0.5,57.0
Chad,2008,17.0,63.0,16.4,3.0,19.0,4.7,0.5,49.6
Chad,2007,0.0,441.0,16.1,38.0,28.0,4.9,0.4,49.4
Chad,2006,0.0,1594.0,15.7,49.0,4.0,5.1,0.4,48.5
Chad,2005,0.0,2.0,15.4,37.0,25.0,5.2,0.4,48.6
Chad,2004,0.0,10324.0,15.1,31.0,21.0,5.2,0.3,48.5
Chad,2003,0.0,15801.0,14.8,36.0,23.0,5.1,0.4,48.4
Chad,2002,0.0,7277.0,14.4,31.0,25.0,5.0,0.4,48.1
Chad,2001,0.0,24908.0,14.1,26.0,26.0,4.8,0.3,48.0
Chad,2000,0.0,3546.0,13.9,3.0,36.0,4.6,0.3,47.6
Chile,2015,97.0,9.0,63.8,96.0,96.0,0.1,0.0,85.0
Chile,2014,95.0,0.0,63.1,95.0,95.0,0.1,7.2,83.0
Chile,2013,9.0,0.0,62.5,9.0,91.0,0.1,7.2,81.0
Chile,2012,9.0,0.0,61.8,9.0,9.0,0.1,6.8,79.9
Chile,2011,94.0,6.0,61.2,93.0,94.0,0.1,7.3,79.8
Chile,2010,92.0,0.0,6.6,92.0,92.0,0.1,7.9,79.1
Chile,2009,94.0,1.0,59.9,94.0,94.0,0.1,7.7,79.3
Chile,2008,95.0,0.0,59.3,95.0,95.0,0.1,7.3,79.6
Chile,2007,92.0,0.0,58.7,95.0,96.0,0.1,7.4,78.9
Chile,2006,95.0,0.0,58.1,94.0,94.0,0.1,7.3,78.9
Chile,2005,0.0,0.0,57.4,92.0,91.0,0.1,7.6,78.4
Chile,2004,0.0,0.0,56.8,94.0,93.0,0.1,6.3,78.0
Chile,2003,0.0,1.0,56.1,96.0,96.0,0.1,6.4,77.9
Chile,2002,0.0,0.0,55.4,97.0,97.0,0.1,6.1,77.8
Chile,2001,0.0,0.0,54.7,96.0,97.0,0.1,6.1,77.3
Chile,2000,0.0,0.0,54.0,91.0,91.0,0.1,6.2,77.3
China,2015,99.0,42361.0,32.9,99.0,99.0,0.1,0.0,76.1
China,2014,99.0,52628.0,31.9,99.0,99.0,0.1,5.8,75.8
China,2013,99.0,26883.0,3.9,99.0,99.0,0.1,5.8,75.6
China,2012,99.0,6183.0,3.0,99.0,99.0,0.1,5.7,75.4
China,2011,99.0,9943.0,29.0,99.0,99.0,0.1,5.6,75.2
China,2010,99.0,38159.0,28.1,99.0,99.0,0.1,5.8,75.0
China,2009,99.0,52461.0,27.3,99.0,99.0,0.1,4.9,74.9
China,2008,95.0,131441.0,26.5,99.0,97.0,0.1,4.3,74.5
China,2007,92.0,109023.0,25.7,94.0,93.0,0.1,3.9,74.4
China,2006,91.0,99602.0,24.9,94.0,93.0,0.1,3.3,74.2
China,2005,84.0,124219.0,24.1,87.0,87.0,0.1,2.9,73.9
China,2004,79.0,70549.0,23.4,87.0,87.0,0.1,3.0,73.5
China,2003,75.0,71879.0,22.6,87.0,86.0,0.1,3.0,73.1
China,2002,7.0,58341.0,21.9,86.0,86.0,0.1,2.9,72.7
China,2001,65.0,88962.0,21.2,86.0,86.0,0.1,2.8,72.2
China,2000,6.0,71093.0,2.5,86.0,85.0,0.1,3.1,71.7
Colombia,2015,91.0,1.0,57.9,91.0,91.0,0.1,0.0,74.8
Colombia,2014,9.0,0.0,57.2,9.0,9.0,0.1,4.4,74.6
Colombia,2013,91.0,1.0,56.4,91.0,91.0,0.1,4.4,74.4
Colombia,2012,92.0,1.0,55.7,91.0,91.0,0.1,4.4,74.3
Colombia,2011,85.0,6.0,55.0,85.0,85.0,0.1,4.4,74.2
Colombia,2010,88.0,0.0,54.2,88.0,88.0,0.1,4.3,73.6
Colombia,2009,92.0,0.0,53.5,92.0,92.0,0.1,4.3,73.6
Colombia,2008,92.0,0.0,52.8,92.0,92.0,0.1,4.5,73.5
Colombia,2007,93.0,0.0,52.0,93.0,93.0,0.1,4.7,73.5
Colombia,2006,93.0,0.0,51.3,94.0,93.0,0.1,4.5,73.1
Colombia,2005,93.0,0.0,5.5,93.0,93.0,0.1,4.4,73.1
Colombia,2004,89.0,0.0,49.8,89.0,89.0,0.1,4.3,72.8
Colombia,2003,92.0,0.0,49.0,92.0,92.0,0.1,4.3,72.4
Colombia,2002,78.0,139.0,48.2,83.0,81.0,0.1,4.5,71.8
Colombia,2001,8.0,3.0,47.5,83.0,8.0,0.1,4.4,71.5
Colombia,2000,78.0,1.0,46.7,82.0,79.0,0.1,4.7,71.4
Comoros,2015,91.0,0.0,24.2,92.0,91.0,0.8,0.0,63.5
Comoros,2014,88.0,0.0,23.7,87.0,87.0,0.8,0.0,63.2
Comoros,2013,88.0,0.0,23.2,85.0,87.0,0.8,0.0,62.9
Comoros,2012,89.0,1.0,22.6,85.0,86.0,0.8,0.0,62.5
Comoros,2011,83.0,3.0,22.1,85.0,83.0,0.2,0.1,62.2
Comoros,2010,74.0,0.0,21.6,82.0,74.0,0.1,0.2,61.8
Comoros,2009,83.0,1.0,21.1,84.0,83.0,0.1,0.2,61.3
Comoros,2008,81.0,0.0,2.6,81.0,81.0,0.1,0.1,61.0
Comoros,2007,75.0,0.0,2.1,75.0,75.0,0.1,0.2,66.0
Comoros,2006,69.0,85.0,19.6,69.0,69.0,0.1,0.3,63.0
Comoros,2005,68.0,912.0,19.2,67.0,68.0,0.1,0.2,60.0
Comoros,2004,77.0,0.0,18.8,73.0,76.0,0.1,0.3,59.8
Comoros,2003,28.0,0.0,18.4,8.0,8.0,0.1,0.3,59.6
Comoros,2002,0.0,0.0,18.0,98.0,89.0,0.1,0.1,59.5
Comoros,2001,0.0,0.0,17.6,7.0,7.0,0.1,0.1,59.5
Comoros,2000,0.0,0.0,17.3,7.0,7.0,0.1,0.1,59.5
Costa Rica,2015,92.0,0.0,6.5,92.0,92.0,0.1,0.0,79.6
Costa Rica,2014,91.0,1.0,59.5,91.0,91.0,0.1,3.5,79.5
Costa Rica,2013,94.0,0.0,58.5,95.0,95.0,0.1,3.4,79.4
Costa Rica,2012,91.0,0.0,57.5,9.0,91.0,0.1,3.3,79.2
Costa Rica,2011,84.0,0.0,56.5,82.0,85.0,0.1,3.4,79.0
Costa Rica,2010,89.0,0.0,55.5,93.0,88.0,0.1,3.6,78.1
Costa Rica,2009,87.0,0.0,54.4,8.0,86.0,0.1,4.1,79.2
Costa Rica,2008,89.0,0.0,53.4,89.0,9.0,0.1,4.2,78.9
Costa Rica,2007,89.0,0.0,52.4,89.0,89.0,0.1,4.2,78.9
Costa Rica,2006,88.0,0.0,51.4,89.0,89.0,0.1,4.2,78.0
Costa Rica,2005,9.0,1.0,5.3,91.0,91.0,0.1,4.1,78.6
Costa Rica,2004,89.0,0.0,49.3,9.0,9.0,0.1,4.1,77.7
Costa Rica,2003,86.0,1.0,48.3,88.0,88.0,0.1,4.0,78.0
Costa Rica,2002,94.0,0.0,47.3,94.0,94.0,0.1,4.2,78.3
Costa Rica,2001,8.0,0.0,46.4,92.0,91.0,0.1,4.3,77.5
Costa Rica,2000,89.0,0.0,45.4,8.0,88.0,0.1,4.3,77.6
Croatia,2015,94.0,206.0,63.7,94.0,94.0,0.1,0.0,78.0
Croatia,2014,95.0,0.0,63.1,95.0,95.0,0.1,12.1,77.8
Croatia,2013,96.0,0.0,62.5,96.0,96.0,0.1,12.4,77.7
Croatia,2012,98.0,2.0,61.9,96.0,96.0,0.1,11.5,77.1
Croatia,2011,97.0,12.0,61.3,96.0,96.0,0.1,12.2,77.0
Croatia,2010,97.0,7.0,6.6,97.0,97.0,0.1,12.1,76.6
Croatia,2009,97.0,2.0,6.0,96.0,96.0,0.1,12.2,76.3
Croatia,2008,97.0,51.0,59.4,96.0,96.0,0.1,12.1,76.0
Croatia,2007,95.0,0.0,58.7,96.0,96.0,0.1,12.6,75.8
Croatia,2006,0.0,1.0,58.1,96.0,96.0,0.1,11.8,75.9
Croatia,2005,0.0,2.0,57.5,96.0,96.0,0.1,11.6,75.2
Croatia,2004,0.0,54.0,56.9,96.0,96.0,0.1,13.1,75.4
Croatia,2003,0.0,19.0,56.3,95.0,94.0,0.1,13.8,74.7
Croatia,2002,0.0,6.0,55.8,95.0,95.0,0.1,13.4,74.8
Croatia,2001,0.0,8.0,55.2,94.0,94.0,0.1,13.2,74.9
Croatia,2000,0.0,9.0,54.7,94.0,93.0,0.1,12.7,74.7
Cyprus,2015,97.0,0.0,6.3,97.0,97.0,0.1,0.0,85.0
Cyprus,2014,96.0,10.0,59.8,99.0,99.0,0.1,0.0,83.0
Cyprus,2013,96.0,0.0,59.2,99.0,99.0,0.1,9.0,81.0
Cyprus,2012,96.0,1.0,58.7,99.0,99.0,0.1,10.6,80.0
Cyprus,2011,96.0,0.0,58.3,99.0,99.0,0.1,10.7,79.7
Cyprus,2010,96.0,18.0,57.8,99.0,99.0,0.1,11.3,79.5
Cyprus,2009,96.0,0.0,57.3,99.0,99.0,0.1,10.8,79.3
Cyprus,2008,93.0,1.0,56.8,97.0,97.0,0.1,12.0,79.1
Cyprus,2007,93.0,0.0,56.3,97.0,97.0,0.1,11.6,78.9
Cyprus,2006,93.0,0.0,55.8,97.0,97.0,0.1,11.5,78.8
Cyprus,2005,88.0,1.0,55.3,98.0,98.0,0.1,11.4,78.7
Cyprus,2004,88.0,0.0,54.8,98.0,98.0,0.1,13.0,78.6
Cyprus,2003,88.0,0.0,54.3,98.0,98.0,0.1,10.6,78.5
Cyprus,2002,88.0,0.0,53.8,98.0,98.0,0.1,11.7,78.4
Cyprus,2001,89.0,0.0,53.3,97.0,97.0,0.1,10.2,78.2
Cyprus,2000,89.0,0.0,52.8,97.0,97.0,0.1,9.6,78.1
Denmark,2015,0.0,9.0,58.8,93.0,93.0,0.1,0.0,86.0
Denmark,2014,0.0,27.0,58.4,94.0,94.0,0.1,9.6,84.0
Denmark,2013,0.0,17.0,58.1,94.0,94.0,0.1,9.5,81.0
Denmark,2012,0.0,2.0,57.7,94.0,94.0,0.1,9.3,80.0
Denmark,2011,0.0,84.0,57.4,91.0,91.0,0.1,10.5,79.7
Denmark,2010,0.0,5.0,57.0,9.0,9.0,0.1,10.3,79.2
Denmark,2009,0.0,6.0,56.6,89.0,89.0,0.1,10.1,78.9
Denmark,2008,0.0,14.0,56.3,88.0,88.0,0.1,10.7,78.8
Denmark,2007,0.0,2.0,55.9,87.0,87.0,0.1,11.0,78.4
Denmark,2006,0.0,27.0,55.4,93.0,93.0,0.1,11.0,78.1
Denmark,2005,0.0,2.0,55.0,93.0,93.0,0.1,11.3,78.1
Denmark,2004,0.0,0.0,54.4,95.0,95.0,0.1,11.3,77.7
Denmark,2003,0.0,0.0,53.9,96.0,96.0,0.1,11.5,77.3
Denmark,2002,0.0,32.0,53.3,98.0,98.0,0.1,11.3,77.0
Denmark,2001,0.0,11.0,52.8,97.0,97.0,0.1,11.6,77.0
Denmark,2000,0.0,14.0,52.2,97.0,97.0,0.1,11.7,76.9
Djibouti,2015,84.0,47.0,35.0,84.0,84.0,2.1,0.0,63.5
Djibouti,2014,78.0,0.0,34.4,78.0,78.0,2.1,0.4,63.0
Djibouti,2013,82.0,28.0,33.8,82.0,82.0,2.1,0.5,62.7
Djibouti,2012,81.0,709.0,33.2,81.0,81.0,1.9,0.5,62.2
Djibouti,2011,87.0,49.0,32.7,87.0,87.0,2.7,0.4,61.8
Djibouti,2010,88.0,7.0,32.2,88.0,88.0,3.1,0.4,61.3
Djibouti,2009,89.0,48.0,31.7,89.0,89.0,3.2,0.5,69.0
Djibouti,2008,88.0,143.0,31.3,89.0,89.0,3.3,0.5,62.0
Djibouti,2007,25.0,24.0,3.9,88.0,88.0,3.5,0.5,59.8
Djibouti,2006,0.0,49.0,3.6,72.0,72.0,3.7,1.0,59.1
Djibouti,2005,0.0,298.0,3.2,71.0,71.0,3.9,1.2,58.6
Djibouti,2004,0.0,71.0,29.8,64.0,64.0,4.0,1.2,58.1
Djibouti,2003,0.0,37.0,29.4,68.0,68.0,4.2,1.0,58.0
Djibouti,2002,0.0,50.0,29.0,62.0,62.0,4.3,1.0,57.9
Djibouti,2001,0.0,79.0,28.6,49.0,53.0,4.3,1.0,57.7
Djibouti,2000,0.0,183.0,28.2,46.0,46.0,4.1,1.3,57.4
Dominican Republic,2015,81.0,0.0,58.9,87.0,85.0,0.3,0.0,73.9
Dominican Republic,2014,89.0,0.0,57.9,9.0,91.0,0.3,5.9,73.6
Dominican Republic,2013,8.0,0.0,56.8,82.0,83.0,0.3,5.9,73.4
Dominican Republic,2012,74.0,0.0,55.8,85.0,85.0,0.4,5.9,72.1
Dominican Republic,2011,8.0,2.0,54.7,84.0,84.0,0.7,5.9,73.1
Dominican Republic,2010,83.0,0.0,53.6,85.0,88.0,0.9,6.0,72.7
Dominican Republic,2009,8.0,0.0,52.6,85.0,82.0,1.2,6.1,73.6
Dominican Republic,2008,81.0,0.0,51.5,86.0,82.0,1.4,6.1,73.3
Dominican Republic,2007,81.0,0.0,5.4,86.0,85.0,1.6,6.1,72.9
Dominican Republic,2006,84.0,0.0,49.3,88.0,89.0,1.8,6.2,72.3
Dominican Republic,2005,87.0,0.0,48.2,86.0,87.0,2.0,5.7,69.7
Dominican Republic,2004,82.0,0.0,47.2,66.0,79.0,2.1,5.2,69.3
Dominican Republic,2003,79.0,0.0,46.1,65.0,79.0,2.3,6.3,73.0
Dominican Republic,2002,63.0,0.0,45.1,74.0,82.0,2.4,6.4,71.4
Dominican Republic,2001,66.0,113.0,44.1,71.0,72.0,2.5,6.1,71.2
Dominican Republic,2000,68.0,253.0,43.1,71.0,78.0,2.5,6.6,72.0
Ecuador,2015,78.0,0.0,54.2,84.0,78.0,0.1,0.0,76.2
Ecuador,2014,83.0,0.0,53.5,84.0,83.0,0.1,3.8,76.0
Ecuador,2013,87.0,0.0,52.8,87.0,87.0,0.1,3.8,76.0
Ecuador,2012,88.0,72.0,52.1,85.0,87.0,0.1,3.9,75.5
Ecuador,2011,88.0,257.0,51.4,85.0,88.0,0.1,4.0,75.3
Ecuador,2010,9.0,0.0,5.7,88.0,91.0,0.1,4.0,75.0
Ecuador,2009,91.0,0.0,5.0,91.0,94.0,0.1,3.9,75.1
Ecuador,2008,93.0,1.0,49.3,94.0,96.0,0.1,3.8,74.6
Ecuador,2007,94.0,0.0,48.6,95.0,96.0,0.2,3.6,74.7
Ecuador,2006,96.0,0.0,47.9,92.0,96.0,0.3,3.5,74.4
Ecuador,2005,92.0,0.0,47.2,89.0,92.0,0.3,3.5,74.2
Ecuador,2004,88.0,0.0,46.5,9.0,88.0,0.3,3.7,74.4
Ecuador,2003,82.0,0.0,45.8,97.0,87.0,0.3,3.7,74.4
Ecuador,2002,75.0,0.0,45.1,88.0,88.0,0.3,3.9,73.6
Ecuador,2001,69.0,2.0,44.3,9.0,89.0,0.3,4.1,73.4
Ecuador,2000,36.0,0.0,43.6,83.0,87.0,0.3,4.0,72.8
El Salvador,2015,91.0,0.0,56.1,92.0,91.0,0.2,0.0,73.5
El Salvador,2014,93.0,0.0,55.4,93.0,94.0,0.2,2.5,73.3
El Salvador,2013,92.0,0.0,54.7,92.0,92.0,0.2,2.4,73.0
El Salvador,2012,92.0,0.0,54.1,93.0,92.0,0.3,2.5,73.0
El Salvador,2011,89.0,0.0,53.4,9.0,89.0,0.3,2.4,72.0
El Salvador,2010,89.0,0.0,52.8,89.0,89.0,0.3,2.4,72.0
El Salvador,2009,91.0,0.0,52.1,91.0,91.0,0.3,2.6,71.4
El Salvador,2008,98.0,0.0,51.4,98.0,98.0,0.3,2.7,71.7
El Salvador,2007,99.0,0.0,5.8,99.0,99.0,0.3,2.8,71.2
El Salvador,2006,96.0,0.0,5.1,96.0,96.0,0.2,2.8,75.0
El Salvador,2005,89.0,0.0,49.4,89.0,89.0,0.2,2.8,71.0
El Salvador,2004,9.0,0.0,48.6,9.0,9.0,0.3,2.9,70.0
El Salvador,2003,94.0,0.0,47.8,93.0,94.0,0.3,3.1,69.9
El Salvador,2002,81.0,0.0,47.0,81.0,81.0,0.4,3.0,73.0
El Salvador,2001,75.0,2.0,46.2,94.0,92.0,0.4,2.9,68.9
El Salvador,2000,99.0,0.0,45.3,98.0,99.0,0.4,2.8,69.0
Equatorial Guinea,2015,16.0,1250.0,24.5,17.0,16.0,4.2,0.0,58.2
Equatorial Guinea,2014,2.0,13.0,24.0,24.0,2.0,4.4,0.0,57.9
Equatorial Guinea,2013,0.0,321.0,23.5,3.0,3.0,5.7,10.7,57.4
Equatorial Guinea,2012,0.0,1190.0,23.0,3.0,24.0,8.2,11.9,56.7
Equatorial Guinea,2011,0.0,0.0,22.6,39.0,41.0,7.7,11.0,56.2
Equatorial Guinea,2010,0.0,0.0,22.1,59.0,44.0,7.2,9.9,56.1
Equatorial Guinea,2009,0.0,78.0,21.7,57.0,43.0,7.3,8.0,55.7
Equatorial Guinea,2008,0.0,436.0,21.3,55.0,42.0,6.3,8.3,55.4
Equatorial Guinea,2007,0.0,5.0,2.9,54.0,41.0,5.9,6.9,55.0
Equatorial Guinea,2006,0.0,0.0,2.5,52.0,4.0,5.3,7.3,54.8
Equatorial Guinea,2005,0.0,0.0,2.2,5.0,39.0,4.9,7.2,54.4
Equatorial Guinea,2004,0.0,38.0,19.8,48.0,38.0,4.4,6.3,54.1
Equatorial Guinea,2003,0.0,18.0,19.5,46.0,37.0,3.6,7.1,53.8
Equatorial Guinea,2002,0.0,24.0,19.1,44.0,36.0,2.9,6.0,53.5
Equatorial Guinea,2001,0.0,1339.0,18.7,43.0,35.0,2.3,5.1,53.1
Equatorial Guinea,2000,0.0,0.0,18.3,41.0,34.0,1.9,4.5,52.7
Estonia,2015,91.0,4.0,59.9,93.0,93.0,0.1,0.0,77.6
Estonia,2014,93.0,0.0,59.4,93.0,93.0,0.1,0.0,77.3
Estonia,2013,93.0,2.0,59.0,94.0,94.0,0.1,0.0,76.9
Estonia,2012,94.0,4.0,58.5,94.0,94.0,0.1,0.0,76.3
Estonia,2011,94.0,7.0,58.0,93.0,93.0,0.1,0.0,76.1
Estonia,2010,94.0,0.0,57.6,94.0,94.0,0.1,15.0,75.6
Estonia,2009,95.0,0.0,57.1,95.0,95.0,0.1,15.0,74.9
Estonia,2008,94.0,0.0,56.7,95.0,95.0,0.1,17.0,74.2
Estonia,2007,95.0,1.0,56.3,95.0,95.0,0.1,17.9,73.0
Estonia,2006,95.0,27.0,55.9,95.0,95.0,0.1,16.6,73.0
Estonia,2005,95.0,2.0,55.5,96.0,96.0,0.1,15.5,72.8
Estonia,2004,9.0,0.0,55.2,95.0,94.0,0.1,15.1,72.3
Estonia,2003,0.0,0.0,54.9,95.0,94.0,0.1,11.6,71.9
Estonia,2002,0.0,0.0,54.6,94.0,94.0,0.1,11.5,71.2
Estonia,2001,0.0,0.0,54.3,94.0,94.0,0.1,0.0,78.0
Estonia,2000,0.0,9.0,54.0,93.0,93.0,0.1,0.0,78.0
Ethiopia,2015,77.0,17745.0,17.6,75.0,77.0,0.6,0.0,64.8
Ethiopia,2014,77.0,12739.0,17.2,75.0,77.0,0.6,0.0,64.2
Ethiopia,2013,72.0,5253.0,16.8,7.0,72.0,0.9,1.9,63.7
Ethiopia,2012,69.0,4347.0,16.4,7.0,69.0,1.2,1.8,63.3
Ethiopia,2011,65.0,3255.0,16.0,7.0,65.0,1.4,1.3,62.6
Ethiopia,2010,62.0,4235.0,15.6,69.0,61.0,1.7,1.3,61.8
Ethiopia,2009,56.0,1176.0,15.3,65.0,58.0,2.0,1.2,68.0
Ethiopia,2008,52.0,3511.0,14.9,63.0,54.0,2.4,1.1,59.8
Ethiopia,2007,47.0,1446.0,14.5,61.0,5.0,2.8,1.1,58.5
Ethiopia,2006,0.0,1451.0,14.2,59.0,46.0,3.3,1.2,57.2
Ethiopia,2005,0.0,357.0,13.8,56.0,44.0,3.7,1.0,56.0
Ethiopia,2004,0.0,73.0,13.5,54.0,4.0,4.1,0.9,55.0
Ethiopia,2003,0.0,228.0,13.2,55.0,37.0,4.4,0.8,54.0
Ethiopia,2002,0.0,3332.0,12.9,55.0,35.0,4.6,0.8,53.2
Ethiopia,2001,0.0,2366.0,12.6,55.0,32.0,4.9,0.9,52.5
Ethiopia,2000,0.0,1660.0,12.3,55.0,3.0,5.0,0.9,51.2
Fiji,2015,99.0,0.0,62.7,99.0,99.0,0.1,0.0,69.9
Fiji,2014,99.0,0.0,61.9,99.0,99.0,0.1,0.0,69.7
Fiji,2013,99.0,0.0,61.1,99.0,99.0,0.1,0.0,69.6
Fiji,2012,99.0,0.0,6.2,99.0,99.0,0.1,0.0,69.4
Fiji,2011,99.0,0.0,59.5,99.0,99.0,0.1,0.0,69.2
Fiji,2010,99.0,0.0,58.7,99.0,99.0,0.1,2.3,69.1
Fiji,2009,99.0,1.0,58.0,99.0,99.0,0.1,2.3,68.9
